geoid,county,state,betweenScore
26017,Bay,Michigan,2804.335237272075
13303,Washington,Georgia,2803.9699056075956
20117,Marshall,Kansas,2800.5298448806657
19021,Buena Vista,Iowa,2799.8151755108674
39037,Darke,Ohio,2793.67691601063
50023,Washington,Vermont,2790.7057010336353
27061,Itasca,Minnesota,2784.907004898859
21211,Shelby,Kentucky,2772.6828013200525
22069,Natchitoches Parish,Louisiana,2770.396084650774
48415,Scurry,Texas,2767.6700692535665
12097,Osceola,Florida,2763.401903729243
49047,Uintah,Utah,2757.8873118690544
51019,Bedford,Virginia,2752.8069299398126
18043,Floyd,Indiana,2750.144115593265
54019,Fayette,West Virginia,2742.547173510507
55109,St. Croix,Wisconsin,2737.6270560650987
21049,Clark,Kentucky,2732.6024600814158
54083,Randolph,West Virginia,2723.4968979395635
26041,Delta,Michigan,2723.3729428922056
28083,Leflore,Mississippi,2718.9830648195207
72075,Juana DMunicipio,Puerto Rico,2718.1216908271144
10001,Kent,Delaware,2690.1283370918713
08099,Prowers,Colorado,2685.818277326434
24025,Harford,Maryland,2683.2426196005913
51185,Tazewell,Virginia,2682.2341926332115
48179,Gray,Texas,2678.030601264016
17109,McDonough,Illinois,2667.1473207080912
27055,Houston,Minnesota,2664.242076784738
19139,Muscatine,Iowa,2664.1782690063756
39063,Hancock,Ohio,2657.7635775388
13077,Coweta,Georgia,2650.351517266845
72089,Luquillo Municipio,Puerto Rico,2645.049572985044
05055,Greene,Arkansas,2643.8804880119988
24013,Carroll,Maryland,2633.516753883894
56009,Converse,Wyoming,2626.439263367585
24043,Washington,Maryland,2624.3513535604898
42021,Cambria,Pennsylvania,2621.6426958861102
56029,Park,Wyoming,2617.6906225845505
37049,Craven,North Carolina,2610.9772063682126
16065,Madison,Idaho,2591.7938651098334
37101,Johnston,North Carolina,2588.5905597675705
48203,Harrison,Texas,2583.9159344675118
21029,Bullitt,Kentucky,2571.6546247080373
18137,Ripley,Indiana,2570.300078401231
55033,Dunn,Wisconsin,2568.617351832192
42111,Somerset,Pennsylvania,2565.4701005470556
54037,Jefferson,West Virginia,2561.9061026868785
36087,Rockland,New York,2560.2789704152165
17137,Morgan,Illinois,2559.7801791064444
36027,Dutchess,New York,2555.7817167959674
72027,Camuy Municipio,Puerto Rico,2549.0753547691515
37151,Randolph,North Carolina,2536.1009205271557
21193,Perry,Kentucky,2534.5877737892874
55097,Portage,Wisconsin,2534.045232737708
48097,Cooke,Texas,2532.946716128762
19015,Boone,Iowa,2528.406555006305
13279,Toombs,Georgia,2527.5002315446477
28113,Pike,Mississippi,2523.4508579375465
08049,Grand,Colorado,2522.5464758156068
48219,Hockley,Texas,2515.3415073043348
49003,Box Elder,Utah,2504.1624490952368
13103,Effingham,Georgia,2504.0614302411304
20037,Crawford,Kansas,2499.9138903683966
17055,Franklin,Illinois,2497.8110553613224
31033,Cheyenne,Nebraska,2484.3686131071204
13157,Jackson,Georgia,2482.97692000628
36083,Rensselaer,New York,2479.1709253190547
48469,Victoria,Texas,2472.1922960290476
31067,Gage,Nebraska,2468.170431435166
08051,Gunnison,Colorado,2466.9562140589005
08063,Kit Carson,Colorado,2466.025643811752
18005,Bartholomew,Indiana,2463.973144972998
18173,Warrick,Indiana,2459.1396270862356
12085,Martin,Florida,2440.2876189939298
23009,Hancock,Maine,2435.7906468037013
40049,Garvin,Oklahoma,2432.729566095405
46003,Aurora,South Dakota,2423.5409650360225
53071,Walla Walla,Washington,2422.981353831278
29161,Phelps,Missouri,2420.9649292376553
13069,Coffee,Georgia,2417.3795252847326
31145,Red Willow,Nebraska,2416.109860261364
08037,Eagle,Colorado,2414.72260505444
47145,Roane,Tennessee,2413.730767921727
26045,Eaton,Michigan,2412.0751488892897
17073,Henry,Illinois,2409.4118135479466
54051,Marshall,West Virginia,2406.9969399703555
02122,Kenai Peninsula Borough,Alaska,2399.9788182938505
48363,Palo Pinto,Texas,2399.6660115858454
39139,Richland,Ohio,2394.672349053137
23019,Penobscot,Maine,2389.7608488261553
38005,Benson,North Dakota,2387.438407600039
13133,Greene,Georgia,2384.074559683989
13115,Floyd,Georgia,2379.0468724617213
17037,DeKalb,Illinois,2377.4963017320365
48465,Val Verde,Texas,2377.029693550333
48341,Moore,Texas,2370.098634719354
42013,Blair,Pennsylvania,2365.7359750056057
48353,Nolan,Texas,2353.7651747815266
26123,Newaygo,Michigan,2341.202076454644
13275,Thomas,Georgia,2334.449356247592
55019,Clark,Wisconsin,2334.2351169612907
12063,Jackson,Florida,2326.3319421789424
48459,Upshur,Texas,2325.224926532405
54097,Upshur,West Virginia,2324.8324808242996
27015,Brown,Minnesota,2320.0463157609256
01113,Russell,Alabama,2319.39517124567
17121,Marion,Illinois,2316.506183289687
18053,Grant,Indiana,2316.2567636805593
01093,Marion,Alabama,2313.9134609639377
31101,Keith,Nebraska,2306.7213616434287
31025,Cass,Nebraska,2296.217692605548
37125,Moore,North Carolina,2289.5319054437077
06057,Nevada,California,2280.570816377055
27009,Benton,Minnesota,2279.62767381102
28001,Adams,Mississippi,2277.8081901105866
40097,Mayes,Oklahoma,2277.3801086452568
47031,Coffee,Tennessee,2269.949472334406
29115,Linn,Missouri,2264.165525347711
42005,Armstrong,Pennsylvania,2256.0978827773647
26121,Muskegon,Michigan,2249.867701883104
21155,Marion,Kentucky,2248.7626332558334
53015,Cowlitz,Washington,2248.440766411818
55021,Columbia,Wisconsin,2243.5581684306517
18011,Boone,Indiana,2243.475991144238
10005,Sussex,Delaware,2242.6946162696286
51083,Halifax,Virginia,2238.2148257271547
17067,Hancock,Illinois,2236.6808849748327
37157,Rockingham,North Carolina,2232.9619399012804
27173,Yellow Medicine,Minnesota,2231.396274676831
04017,Navajo,Arizona,2229.259022295626
37127,Nash,North Carolina,2226.4220236662745
46109,Roberts,South Dakota,2225.7852621593547
19149,Plymouth,Iowa,2222.2581596486016
22063,Livingston Parish,Louisiana,2218.600366718225
27057,Hubbard,Minnesota,2217.0666186735198
18061,Harrison,Indiana,2212.2021420865103
26043,Dickinson,Michigan,2208.349584672399
40065,Jackson,Oklahoma,2204.6811945311115
37193,Wilkes,North Carolina,2203.036454779772
51069,Frederick,Virginia,2202.9411198998027
20167,Russell,Kansas,2199.9257858102724
21115,Johnson,Kentucky,2192.5955497161985
51660,Harrisonburg city,Virginia,2187.3366336636955
56013,Fremont,Wyoming,2186.09729902883
72029,Can??as Municipio,Puerto Rico,2184.5245083110294
46102,Oglala Lakota,South Dakota,2181.993006948425
47183,Weakley,Tennessee,2181.5346267259547
01077,Lauderdale,Alabama,2178.6380749089317
20205,Wilson,Kansas,2174.6393966416204
29069,Dunklin,Missouri,2167.6796022334775
21127,Lawrence,Kentucky,2166.6168956779343
55011,Buffalo,Wisconsin,2162.9918425291903
47089,Jefferson,Tennessee,2157.019414605929
06007,Butte,California,2155.874348282158
48049,Brown,Texas,2153.186670386349
12087,Monroe,Florida,2151.804128262142
37013,Beaufort,North Carolina,2146.4617874376745
55027,Dodge,Wisconsin,2143.6060461710463
17095,Knox,Illinois,2143.533881071474
01095,Marshall,Alabama,2142.2637112686134
05019,Clark,Arkansas,2140.839874924199
12089,Nassau,Florida,2138.1864308097784
13285,Troup,Georgia,2136.3070277622805
19045,Clinton,Iowa,2130.7614660118434
36075,Oswego,New York,2128.9887664597763
42115,Susquehanna,Pennsylvania,2127.0454365379137
30109,Wibaux,Montana,2121.553788093842
27097,Morrison,Minnesota,2115.068373214436
48005,Angelina,Texas,2113.9348494391475
29081,Harrison,Missouri,2113.551986733222
55071,Manitowoc,Wisconsin,2113.1946822032287
01033,Colbert,Alabama,2104.1743066187146
55017,Chippewa,Wisconsin,2103.8837372883463
13001,Appling,Georgia,2103.6545943809338
48347,Nacogdoches,Texas,2099.6296743331645
27115,Pine,Minnesota,2099.466882913055
47177,Warren,Tennessee,2095.2594298500794
17081,Jefferson,Illinois,2094.7873335867207
06113,Yolo,California,2091.7838575415913
47147,Robertson,Tennessee,2088.164618865862
45073,Oconee,South Carolina,2087.9085889973508
06079,San Luis Obispo,California,2082.0873455058654
28123,Scott,Mississippi,2080.2535712883455
28085,Lincoln,Mississippi,2072.108684687616
39029,Columbiana,Ohio,2071.8049868515513
55005,Barron,Wisconsin,2071.682890577137
35047,San Miguel,New Mexico,2070.5193667684525
39009,Athens,Ohio,2067.960206500143
48427,Starr,Texas,2067.899971950293
19157,Poweshiek,Iowa,2067.4336365971576
40111,Okmulgee,Oklahoma,2058.5531890827624
51093,Isle of Wight,Virginia,2055.514496228348
47131,Obion,Tennessee,2046.54120552402
04025,Yavapai,Arizona,2045.4168514289724
12111,St. Lucie,Florida,2041.1509466829073
01051,Elmore,Alabama,2033.3704960739371
31031,Cherry,Nebraska,2029.7186742577587
48225,Houston,Texas,2025.989719780316
31081,Hamilton,Nebraska,2022.524340864793
35031,McKinley,New Mexico,2019.8242438910586
30017,Custer,Montana,2019.142413635788
21017,Bourbon,Kentucky,2014.8607649652995
45077,Pickens,South Carolina,2014.0164344302611
08043,Fremont,Colorado,2005.1770034965011
08003,Alamosa,Colorado,2002.7330054406807
42039,Crawford,Pennsylvania,2002.6056884738464
40061,Haskell,Oklahoma,1999.8050017529977
30067,Park,Montana,1999.1266184617937
51117,Mecklenburg,Virginia,1990.9640672045848
40115,Ottawa,Oklahoma,1986.1278328044737
72051,Dorado Municipio,Puerto Rico,1984.573954705583
20159,Rice,Kansas,1982.9573121060737
46033,Custer,South Dakota,1982.5108939555091
13009,Baldwin,Georgia,1981.0020147233465
18133,Putnam,Indiana,1976.6048538074456
49041,Sevier,Utah,1971.506986984707
05093,Mississippi,Arkansas,1966.9324014309677
31003,Antelope,Nebraska,1963.376578677808
18037,Dubois,Indiana,1959.943972376175
21001,Adair,Kentucky,1959.4477709248613
13039,Camden,Georgia,1959.0815973287415
12023,Columbia,Florida,1956.4494548220882
21207,Russell,Kentucky,1951.7366247619252
38055,McLean,North Dakota,1948.0737250240086
27025,Chisago,Minnesota,1944.3978268980359
40153,Woodward,Oklahoma,1941.6508973196148
37139,Pasquotank,North Carolina,1940.8293333758515
42031,Clarion,Pennsylvania,1937.3995316227208
17011,Bureau,Illinois,1935.662548299759
48147,Fannin,Texas,1934.571226159598
37099,Jackson,North Carolina,1929.4169610236536
39059,Guernsey,Ohio,1924.510246454047
26091,Lenawee,Michigan,1921.3800962859345
33013,Merrimack,New Hampshire,1918.711818785149
55125,Vilas,Wisconsin,1917.2439051110298
48487,Wilbarger,Texas,1914.280618224441
48163,Frio,Texas,1911.8352099051942
30043,Jefferson,Montana,1905.9868273556092
55095,Polk,Wisconsin,1905.1026732532625
42065,Jefferson,Pennsylvania,1904.306256184387
53077,Yakima,Washington,1903.9131482378616
20063,Gove,Kansas,1900.7890925047366
40135,Sequoyah,Oklahoma,1900.032810591368
56039,Teton,Wyoming,1897.5460189552343
56007,Carbon,Wyoming,1897.0880819752563
13261,Sumter,Georgia,1896.0163421210714
27141,Sherburne,Minnesota,1893.1847575223283
05015,Carroll,Arkansas,1892.5167131727403
40081,Lincoln,Oklahoma,1891.8779861496473
21177,Muhlenberg,Kentucky,1891.6533199786275
21101,Henderson,Kentucky,1890.902192071797
38011,Bowman,North Dakota,1889.2891525023733
38037,Grant,North Dakota,1886.7759597747017
13099,Early,Georgia,1884.6248666960755
47059,Greene,Tennessee,1882.2251834821143
46121,Todd,South Dakota,1880.28635034452
19179,Wapello,Iowa,1876.222630573507
22061,Lincoln Parish,Louisiana,1872.9347736316818
47045,Dyer,Tennessee,1871.7836155572988
31107,Knox,Nebraska,1867.6308631149795
17127,Massac,Illinois,1861.6113481464085
46019,Butte,South Dakota,1855.751694447066
13087,Decatur,Georgia,1854.6678441797053
40039,Custer,Oklahoma,1852.8735873847534
21043,Carter,Kentucky,1851.7352136437264
37087,Haywood,North Carolina,1851.6476219241742
01031,Coffee,Alabama,1849.4404748598681
17149,Pike,Illinois,1844.2958520323073
22031,De Soto Parish,Louisiana,1843.4640383229425
27147,Steele,Minnesota,1843.2380201666156
38059,Morton,North Dakota,1843.0446006187271
13207,Monroe,Georgia,1842.3839945539905
18051,Gibson,Indiana,1837.4931549523926
27085,McLeod,Minnesota,1831.028126793421
31177,Washington,Nebraska,1830.0498123273544
29109,Lawrence,Missouri,1829.1679057567378
02220,Sitka City and Borough,Alaska,1827.2505228393045
19029,Cass,Iowa,1821.5615054133407
26057,Gratiot,Michigan,1820.613316730726
28027,Coahoma,Mississippi,1814.746243711829
12131,Walton,Florida,1804.0273203575512
18129,Posey,Indiana,1803.9708765398286
21081,Grant,Kentucky,1800.0205924585844
53029,Island,Washington,1798.5428920022043
40123,Pontotoc,Oklahoma,1798.016447722757
27127,Redwood,Minnesota,1792.782029563149
46125,Turner,South Dakota,1790.8211086799981
47143,Rhea,Tennessee,1789.6277382429046
42127,Wayne,Pennsylvania,1783.4481407847563
48483,Wheeler,Texas,1780.4941675841862
47105,Loudon,Tennessee,1778.3608073161945
45031,Darlington,South Carolina,1773.1289793979233
37189,Watauga,North Carolina,1772.4889167764347
25001,Barnstable,Massachusetts,1771.6107979299366
37109,Lincoln,North Carolina,1771.0026715570143
18067,Howard,Indiana,1770.7793297786934
08029,Delta,Colorado,1769.907189746932
48357,Ochiltree,Texas,1769.6626435396433
17189,Washington,Illinois,1764.251499098273
17029,Coles,Illinois,1761.158335099809
39087,Lawrence,Ohio,1753.0182092202017
27059,Isanti,Minnesota,1751.187656050026
13129,Gordon,Georgia,1749.9135206187848
13223,Paulding,Georgia,1747.156838576221
48003,Andrews,Texas,1745.5638456509723
42075,Lebanon,Pennsylvania,1741.7936540862067
29209,Stone,Missouri,1734.3197110656204
38009,Bottineau,North Dakota,1734.256515051524
48289,Leon,Texas,1731.9572333156925
39119,Muskingum,Ohio,1724.8493078794472
19027,Carroll,Iowa,1721.0745699752308
18103,Miami,Indiana,1720.859976338886
29007,Audrain,Missouri,1717.760185429454
48349,Navarro,Texas,1713.709764663273
46027,Clay,South Dakota,1713.5152443542393
19081,Hancock,Iowa,1711.4738482592963
05003,Ashley,Arkansas,1708.8428221279648
21233,Webster,Kentucky,1708.1407630963577
30021,Dawson,Montana,1707.8061298935386
47017,Carroll,Tennessee,1706.9960072705405
53025,Grant,Washington,1705.124082890488
17033,Crawford,Illinois,1699.1007683763617
23001,Androscoggin,Maine,1698.6331805571235
53007,Chelan,Washington,1697.9185767659649
46081,Lawrence,South Dakota,1696.9721193752405
01083,Limestone,Alabama,1692.1398430364193
28099,Neshoba,Mississippi,1691.7808167238027
39141,Ross,Ohio,1689.5609449154513
37085,Harnett,North Carolina,1688.022659914256
27079,Le Sueur,Minnesota,1685.5518586471972
36089,St. Lawrence,New York,1682.29803342398
19127,Marshall,Iowa,1672.5779085105303
12015,Charlotte,Florida,1672.1281171523424
37155,Robeson,North Carolina,1672.0819135839895
27153,Todd,Minnesota,1670.1014660419164
36063,Niagara,New York,1667.7425997463135
01121,Talladega,Alabama,1667.069423838851
36015,Chemung,New York,1666.7481437630704
39109,Miami,Ohio,1666.3748010781899
22067,Morehouse Parish,Louisiana,1665.4029092708802
20041,Dickinson,Kansas,1660.9544995501626
42061,Huntingdon,Pennsylvania,1659.947695493441
36111,Ulster,New York,1659.074955150116
17117,Macoupin,Illinois,1653.7842306888153
25015,Hampshire,Massachusetts,1650.3003123818658
08021,Conejos,Colorado,1645.4687558999615
30095,Stillwater,Montana,1642.9129285170272
08071,Las Animas,Colorado,1640.545484399404
47073,Hawkins,Tennessee,1639.85801833483
72057,Guayama Municipio,Puerto Rico,1637.183287801817
18147,Spencer,Indiana,1636.2270119763907
21185,Oldham,Kentucky,1633.806030758827
20059,Franklin,Kansas,1632.8750397461472
19041,Clay,Iowa,1632.0972768282395
06041,Marin,California,1627.8695446937188
36109,Tompkins,New York,1626.626918622864
48207,Haskell,Texas,1625.9559939510266
30035,Glacier,Montana,1625.5954005948747
23011,Kennebec,Maine,1623.2580246744767
28011,Bolivar,Mississippi,1622.9226266124558
38079,Rolette,North Dakota,1622.493417615901
12061,Indian River,Florida,1621.1244894331032
56033,Sheridan,Wyoming,1620.9890997826183
13297,Walton,Georgia,1618.8079254813842
47035,Cumberland,Tennessee,1616.6585105970123
55003,Ashland,Wisconsin,1616.6561907890373
42107,Schuylkill,Pennsylvania,1611.862992884661
06017,El Dorado,California,1611.824817926066
46127,Union,South Dakota,1609.6186661764768
41043,Linn,Oregon,1609.2504502080874
24001,Allegany,Maryland,1603.7720852262198
38057,Mercer,North Dakota,1603.088684308722
20121,Miami,Kansas,1593.4432145539304
31179,Wayne,Nebraska,1589.5535138306288
17027,Clinton,Illinois,1589.4715840017238
13211,Morgan,Georgia,1589.0689029514804
47133,Overton,Tennessee,1581.8748791411479
55135,Waupaca,Wisconsin,1581.0501192377365
39159,Union,Ohio,1579.5436588733849
27017,Carlton,Minnesota,1579.5285938807683
31175,Valley,Nebraska,1574.0897139236745
48365,Panola,Texas,1571.2164607753969
55099,Price,Wisconsin,1564.6329592464815
41071,Yamhill,Oregon,1564.3792849807546
01005,Barbour,Alabama,1563.8737329911992
16017,Bonner,Idaho,1559.3602498547707
48409,San Patricio,Texas,1555.8759633552643
22045,Iberia Parish,Louisiana,1551.4065913650386
31013,Box Butte,Nebraska,1544.4312845788381
55107,Rusk,Wisconsin,1542.1506914288316
27107,Norman,Minnesota,1541.5729952589156
06023,Humboldt,California,1540.9126182515574
26127,Oceana,Michigan,1539.5792015506674
01109,Pike,Alabama,1538.4861672220727
40003,Alfalfa,Oklahoma,1537.4826244854676
22099,St. Martin Parish,Louisiana,1536.4952931764824
27117,Pipestone,Minnesota,1534.2154131728478
13081,Crisp,Georgia,1525.777069656875
48377,Presidio,Texas,1524.936464715305
21071,Floyd,Kentucky,1524.843966503818
19083,Hardin,Iowa,1524.2830501872213
20087,Jefferson,Kansas,1522.2755802462952
29043,Christian,Missouri,1521.4146999379818
28109,Pearl River,Mississippi,1520.33847905979
37113,Macon,North Carolina,1518.1969434381697
16051,Jefferson,Idaho,1516.4667489560807
51143,Pittsylvania,Virginia,1515.3927704820421
48043,Brewster,Texas,1512.885308076626
54035,Jackson,West Virginia,1512.2776482417526
27101,Murray,Minnesota,1511.1230455225443
39111,Monroe,Ohio,1509.0765676401415
20137,Norton,Kansas,1505.9763671848698
17091,Kankakee,Illinois,1505.8209739601862
19085,Harrison,Iowa,1504.7177591855311
17133,Monroe,Illinois,1504.3739819700204
46115,Spink,South Dakota,1504.3706916956546
08014,Broomfield,Colorado,1504.2998948660515
29025,Caldwell,Missouri,1503.824576436578
56023,Lincoln,Wyoming,1503.5130029842985
21021,Boyle,Kentucky,1502.9889626974348
18177,Wayne,Indiana,1501.324382136218
17041,Douglas,Illinois,1500.636906511015
38041,Hettinger,North Dakota,1497.5355524325037
01055,Etowah,Alabama,1497.0148608796956
36077,Otsego,New York,1494.7002765521518
47099,Lawrence,Tennessee,1491.7391739665109
37195,Wilson,North Carolina,1490.001406146445
20151,Pratt,Kansas,1489.4050727726947
31147,Richardson,Nebraska,1487.1790517029724
55121,Trempealeau,Wisconsin,1484.6237144530994
21235,Whitley,Kentucky,1484.2786814474264
48205,Hartley,Texas,1483.3318443407472
26061,Houghton,Michigan,1481.666069291296
36085,Richmond,New York,1480.6318804158293
54099,Wayne,West Virginia,1480.146083316353
54077,Preston,West Virginia,1476.6348263240393
17203,Woodford,Illinois,1475.0434359039139
24017,Charles,Maryland,1474.0375919435915
21041,Carroll,Kentucky,1473.8275618964126
30093,Silver Bow,Montana,1473.4475969410694
47053,Gibson,Tennessee,1471.4376072344255
48053,Burnet,Texas,1469.871171515531
26037,Clinton,Michigan,1469.5599687719202
48115,Dawson,Texas,1466.5861508547073
26149,St. Joseph,Michigan,1463.5739741789766
72033,Cata??unicipio,Puerto Rico,1463.501276074042
27103,Nicollet,Minnesota,1456.573011133586
55049,Iowa,Wisconsin,1455.1344207712125
45043,Georgetown,South Carolina,1453.1870555362375
38025,Dunn,North Dakota,1452.9429324032176
13209,Montgomery,Georgia,1451.4781095931762
20107,Linn,Kansas,1450.7373364944679
18113,Noble,Indiana,1450.007870292423
50021,Rutland,Vermont,1447.6982186096718
18107,Montgomery,Indiana,1446.6191778765271
29207,Stoddard,Missouri,1445.4456173329281
29009,Barry,Missouri,1445.3895301673301
17105,Livingston,Illinois,1439.209527027578
55115,Shawano,Wisconsin,1436.971762815409
19017,Bremer,Iowa,1436.5584306040282
55007,Bayfield,Wisconsin,1435.6196729609335
36009,Cattaraugus,New York,1435.004447930876
27089,Marshall,Minnesota,1430.7091553434211
51790,Staunton city,Virginia,1428.2009394864117
26097,Mackinac,Michigan,1426.56396773287
26009,Antrim,Michigan,1425.1731023370648
40073,Kingfisher,Oklahoma,1423.7660875497752
20027,Clay,Kansas,1423.690263611981
48177,Gonzales,Texas,1421.627032477
37045,Cleveland,North Carolina,1419.9866277867839
17003,Alexander,Illinois,1415.1899995271692
42009,Bedford,Pennsylvania,1414.2806341927915
48337,Montague,Texas,1413.7766283149967
19175,Union,Iowa,1413.6324860250238
48067,Cass,Texas,1413.4848620134928
29179,Reynolds,Missouri,1411.8710597899515
51005,Alleghany,Virginia,1410.1711387356052
47079,Henry,Tennessee,1405.0081989446865
22009,Avoyelles Parish,Louisiana,1402.0097749768483
21025,Breathitt,Kentucky,1397.7635046697637
17195,Whiteside,Illinois,1397.1490676820588
17141,Ogle,Illinois,1396.951725996322
36031,Essex,New York,1393.8340342912436
23017,Oxford,Maine,1391.7933376853528
26047,Emmet,Michigan,1389.4735157429523
18033,DeKalb,Indiana,1387.8418085359326
06087,Santa Cruz,California,1387.6992952576777
20129,Morton,Kansas,1387.117130396254
41045,Malheur,Oregon,1385.1114643100132
42085,Mercer,Pennsylvania,1382.6814164021723
37153,Richmond,North Carolina,1380.2796174387831
47071,Hardin,Tennessee,1377.7139969590764
19145,Page,Iowa,1377.7023254968108
18065,Henry,Indiana,1377.2858123648814
21157,Marshall,Kentucky,1373.646516974304
28095,Monroe,Mississippi,1370.6403040195587
19185,Wayne,Iowa,1370.4758303234642
40151,Woods,Oklahoma,1369.2038896213196
47043,Dickson,Tennessee,1368.5500013493277
46031,Corson,South Dakota,1367.8165669208336
47109,McNairy,Tennessee,1364.5639228377333
18099,Marshall,Indiana,1362.973345478712
48361,Orange,Texas,1360.695346792849
36043,Herkimer,New York,1357.4733429151281
42097,Northumberland,Pennsylvania,1355.357987929628
20013,Brown,Kansas,1351.3201506700907
51067,Franklin,Virginia,1350.6068607713348
26155,Shiawassee,Michigan,1349.3415154439876
16029,Caribou,Idaho,1344.802523844076
19109,Kossuth,Iowa,1343.3907278606807
20067,Grant,Kansas,1340.0660612366355
37077,Granville,North Carolina,1339.8511088673474
51155,Pulaski,Virginia,1338.2317359836757
19003,Adams,Iowa,1336.1169560695412
19053,Decatur,Iowa,1334.9185594431603
39157,Tuscarawas,Ohio,1334.899490021959
17177,Stephenson,Illinois,1333.85733358891
48099,Coryell,Texas,1333.2307239475451
42073,Lawrence,Pennsylvania,1332.3391233658465
06107,Tulare,California,1330.8398836208823
47085,Humphreys,Tennessee,1330.1110870571854
17185,Wabash,Illinois,1326.7831444684389
48325,Medina,Texas,1321.0374129913105
42131,Wyoming,Pennsylvania,1318.7495525077622
27033,Cottonwood,Minnesota,1316.9789053487737
17021,Christian,Illinois,1314.8541461953873
31137,Phelps,Nebraska,1314.5684864395735
08117,Summit,Colorado,1314.4901505595446
39083,Knox,Ohio,1314.199379997182
47055,Giles,Tennessee,1308.6859441826537
38073,Ransom,North Dakota,1308.1969039007354
39027,Clinton,Ohio,1304.893889926957
29187,St. Francois,Missouri,1304.0317621962347
25003,Berkshire,Massachusetts,1303.8255853019834
28029,Copiah,Mississippi,1303.5177443713133
53027,Grays Harbor,Washington,1299.5080755953682
56041,Uinta,Wyoming,1294.831049920166
39107,Mercer,Ohio,1292.6438596817966
39149,Shelby,Ohio,1291.893134093665
26059,Hillsdale,Michigan,1291.5801719858002
27043,Faribault,Minnesota,1290.6451868477425
13225,Peach,Georgia,1289.7959488795736
05059,Hot Spring,Arkansas,1289.0525358634914
17087,Johnson,Illinois,1287.3867720161238
27133,Rock,Minnesota,1284.5230558028295
47107,McMinn,Tennessee,1283.5486237156333
18117,Orange,Indiana,1282.272573170127
17157,Randolph,Illinois,1281.143240864976
20099,Labette,Kansas,1280.6903232866625
48191,Hall,Texas,1280.2417443084446
18059,Hancock,Indiana,1277.7508784115741
31131,Otoe,Nebraska,1275.801276585842
51035,Carroll,Virginia,1275.7291949325518
09005,Litchfield,Connecticut,1275.422142015114
38069,Pierce,North Dakota,1271.3901835717688
31071,Garfield,Nebraska,1270.1607639825263
56027,Niobrara,Wyoming,1270.0939573728942
18071,Jackson,Indiana,1270.0101927342282
37089,Henderson,North Carolina,1267.0066082647165
48297,Live Oak,Texas,1265.744044216858
01039,Covington,Alabama,1265.3077058446354
20011,Bourbon,Kansas,1264.935460599297
31129,Nuckolls,Nebraska,1260.2806940715154
20189,Stevens,Kansas,1259.6748575214738
38049,McHenry,North Dakota,1256.2545689894123
28145,Union,Mississippi,1254.080829378368
22097,St. Landry Parish,Louisiana,1253.1244598691346
20165,Rush,Kansas,1252.8715205397668
20075,Hamilton,Kansas,1249.880710246703
13161,Jeff Davis,Georgia,1244.5428502140205
19151,Pocahontas,Iowa,1240.30487250259
27029,Clearwater,Minnesota,1239.8347844966434
48397,Rockwall,Texas,1239.3176022658945
48223,Hopkins,Texas,1236.1719042393247
28091,Marion,Mississippi,1236.0555931003553
51171,Shenandoah,Virginia,1235.1377471291169
48021,Bastrop,Texas,1227.4294325603153
17191,Wayne,Illinois,1226.4971835559404
19165,Shelby,Iowa,1226.1987438124088
48075,Childress,Texas,1224.3367576590247
42105,Potter,Pennsylvania,1224.2414239679945
55089,Ozaukee,Wisconsin,1223.7123712857563
31027,Cedar,Nebraska,1219.316515012025
21163,Meade,Kentucky,1218.4524843143022
13219,Oconee,Georgia,1217.8794249435555
48151,Fisher,Texas,1217.6616510550966
34037,Sussex,New Jersey,1216.8909476049278
22085,Sabine Parish,Louisiana,1215.6689464741323
26015,Barry,Michigan,1214.1320147541442
29013,Bates,Missouri,1213.2709370890486
35037,Quay,New Mexico,1211.6750967070577
29133,Mississippi,Missouri,1211.1100808897609
48467,Van Zandt,Texas,1210.9234212416263
30105,Valley,Montana,1210.7020071832276
28107,Panola,Mississippi,1209.7808651305434
48249,Jim Wells,Texas,1209.7311295486957
21213,Simpson,Kentucky,1207.714234352873
44005,Newport,Rhode Island,1207.5552210075089
08085,Montrose,Colorado,1205.2272586747365
22029,Concordia Parish,Louisiana,1204.303129315374
26107,Mecosta,Michigan,1204.117958633061
40053,Grant,Oklahoma,1202.3249051839637
72045,Comerunicipio,Puerto Rico,1202.2209704951051
28155,Webster,Mississippi,1201.9599519230687
20079,Harvey,Kansas,1201.9344774854105
01099,Monroe,Alabama,1200.0790168638257
48213,Henderson,Texas,1196.5957431493775
72063,Gurabo Municipio,Puerto Rico,1195.1652097825981
42103,Pike,Pennsylvania,1194.494601582756
48077,Clay,Texas,1193.4587917890228
37105,Lee,North Carolina,1193.390239139124
42001,Adams,Pennsylvania,1192.465549657463
54007,Braxton,West Virginia,1190.5511132340066
31011,Boone,Nebraska,1187.8090072916468
38045,LaMoure,North Dakota,1184.5598331310293
17063,Grundy,Illinois,1183.3950023403233
53021,Franklin,Washington,1183.2129104887226
12055,Highlands,Florida,1182.8758866143262
20115,Marion,Kansas,1182.4723224858726
28045,Hancock,Mississippi,1182.4435003857297
50027,Windsor,Vermont,1182.02122967705
33017,Strafford,New Hampshire,1179.9243332459089
55055,Jefferson,Wisconsin,1176.5741301254557
21217,Taylor,Kentucky,1174.6261488401938
48373,Polk,Texas,1171.3695045243364
